573	t
574	t
575	s
576	s
577	t
578	t
579	s
580	t
581	t
582	s
583	s
584	t
585	s
586	s
587	t
588	s
589	t
590	s
591	t
592	s
593	s
594	t
595	t
596	s
597	s
598	t
599	t
600	s
601	s
602	s
603	s
604	t
605	t
606	t
607	s
608	s
609	s
610	t
611	s
612	s
613	s
614	t
615	t
616	s
617	s
618	s
619	s
620	s
621	t
622	t
623	s
624	s
625	s
626	t
627	s
628	t
629	t
630	s
631	s
632	s
633	s
634	s
635	t
636	s
637	s
638	t
639	s
640	t
641	s
642	s
643	t
644	s
645	t
646	s
647	s
648	t
649	t
650	t
651	t
652	s
653	t
654	t
655	s
656	t
657	s
658	s
659	s
660	t
661	s
662	s
663	t
664	s
665	s
666	t
667	s
668	t
669	s
670	s
671	s
672	t
673	t
674	t
675	t
676	t
677	t
678	t
679	s
680	s
681	s
682	s
683	t
684	t
685	s
686	s
687	s
688	s
689	s
690	s
691	s
692	s
693	t
694	s
695	t
696	s
697	t
698	s
699	s
700	s
701	s
702	s
703	t
704	t
705	s
706	t
707	t
708	s
709	t
710	t
711	t
712	t
713	t
714	t
715	t
716	t
717	t
718	t
719	s
720	s
721	t
722	t
723	s
724	s
725	s
726	s
727	s
728	t
729	t
730	s
731	t
732	s
733	t
734	t
735	t
736	s
737	s
738	t
739	s
740	s
741	s
742	t
743	t
744	t
745	t
746	t
747	s
748	t
749	s
750	s
751	t
752	s
753	t
754	t
755	t
756	s
757	t
758	t
759	s
760	t
761	s
762	s
763	t
764	t
765	t
766	s
767	s
768	s
769	s
770	t
771	s
772	t
773	s
774	t
775	s
776	s
777	s
778	t
779	t
780	t
781	t
782	s
783	s
784	t
785	t
786	t
787	t
788	s
789	t
790	t
791	t
792	s
793	t
794	t
795	s
796	s
797	s
798	t
799	s
800	s
801	s
802	t
803	s
804	s
805	t
806	t
807	s
808	t
809	t
810	s
811	s
812	s
813	t
814	t
815	s
816	t
817	s
818	t
819	t
820	s
821	s
822	t
823	t
824	t
825	s
826	t
827	s
828	t
829	t
830	t
831	s
832	s
833	t
834	t
835	s
836	s
837	s
838	t
839	s
840	s
841	t
842	s
843	t
844	s
845	t
846	s
847	s
848	s
849	t
850	t
851	s
852	s
853	t
854	s
855	t
856	s
857	t
858	s
859	s
860	s
861	t
862	t
863	s
864	s
865	s
866	t
867	s
868	s
869	t
870	s
871	s
872	t
873	t
874	t
875	s
876	s
877	t
878	s
879	s
880	t
881	s
882	s
883	t
884	t
885	s
886	t
887	s
888	t
889	s
890	s
891	t
892	t
893	t
894	s
895	t
896	t
897	t
898	s
899	t
900	s
901	t
902	s
903	t
904	s
905	t
906	s
907	t
908	t
909	s
910	t
911	t
912	t
913	s
914	s
915	t
916	t
917	s
918	s
919	s
920	s
921	t
922	s
923	t
924	s
925	t
926	t
927	t
928	t
929	s
930	s
931	t
932	t
933	s
934	s
935	t
936	s
937	s
938	s
939	s
940	t
941	t
942	s
943	t
944	t
945	t
946	t
947	s
948	t
949	t
950	t
951	s
952	t
953	s
954	s
955	s
956	s
957	s
958	s
959	t
960	s
961	t
962	s
963	s
964	t
965	t
966	s
967	t
968	s
969	t
970	s
971	s
972	s
973	s
974	s
975	s
976	s
977	s
978	t
979	t
980	s
981	t
982	s
983	t
984	t
985	t
986	t
987	s
988	t
989	s
990	t
991	s
992	s
993	s
994	s
995	t
996	s
997	t
998	t
999	t
1000	s
1001	s
1002	s
1003	t
1004	t
1005	t
1006	s
1007	s
1008	t
1009	s
1010	t
1011	s
1012	s
1013	s
1014	t
1015	t
1016	t
1017	t
1018	s
1019	t
1020	t
1021	s
1022	t
1023	s
1024	s
1025	t
1026	t
1027	s
1028	s
1029	t
1030	t
1031	s
1032	s
1033	t
1034	t
1035	s
1036	s
1037	t
1038	s
1039	t
1040	s
1041	s
1042	s
1043	s
1044	s
1045	t
1046	s
1047	s
1048	t
1049	t
1050	t
1051	s
1052	s
1053	s
1054	s
1055	t
1056	t
1057	s
1058	s
1059	t
1060	t
1061	t
1062	s
1063	s
1064	s
1065	t
1066	t
1067	t
1068	s
1069	s
1070	t
1071	t
1072	t
1073	t
1074	s
1075	t
1076	s
1077	s
1078	s
1079	t
1080	s
1081	s
1082	t
1083	s
1084	t
1085	t
1086	s
1087	s
1088	s
1089	s
1090	s
1091	t
1092	s
1093	t
1094	s
1095	s
1096	s
1097	t
1098	s
1099	s
1100	s
1101	s
1102	s
1103	t
1104	s
1105	s
1106	s
1107	s
1108	t
1109	s
1110	s
1111	t
1112	s
1113	t
1114	s
1115	s
1116	s
1117	t
1118	s
1119	s
1120	t
1121	s
1122	s
1123	t
1124	s
1125	s
1126	s
1127	t
1128	s
1129	s
1130	s
1131	t
1132	s
1133	t
1134	s
1135	s
1136	s
1137	s
1138	t
1139	t
1140	s
1141	s
1142	t
1143	t
1144	s
1145	t
1146	s
1147	s
1148	s
1149	s
1150	s
1151	t
1152	s
1153	s
1154	s
1155	t
1156	s
1157	t
1158	t
1159	s
1160	s
1161	t
1162	t
1163	t
1164	t
1165	s
1166	t
1167	t
1168	t
1169	t
1170	t
1171	t
1172	t
1173	s
1174	t
1175	t
1176	t
1177	s
1178	s
1179	s
1180	t
1181	t
1182	s
1183	s
1184	t
1185	s
1186	s
1187	s
1188	t
1189	s
1190	t
1191	s
1192	s
1193	s
1194	t
1195	t
1196	t
1197	s
1198	s
1199	t
1200	t
1201	t
1202	t
1203	t
1204	t
1205	t
1206	t
1207	s
1208	t
1209	t
1210	t
1211	t
1212	t
1213	t
1214	t
1215	t
1216	t
1217	s
1218	t
1219	t
1220	t
1221	s
1222	s
1223	s
1224	t
1225	s
1226	s
1227	t
1228	s
1229	s
1230	t
1231	s
1232	s
1233	s
1234	t
1235	t
1236	s
1237	t
1238	t
1239	s
1240	s
1241	s
1242	t
1243	t
1244	s
1245	t
1246	t
1247	s
1248	t
1249	t
1250	s
1251	s
1252	t
1253	t
1254	s
1255	s
1256	s
1257	t
1258	t
1259	s
1260	t
1261	t
1262	t
1263	t
1264	t
1265	t
1266	t
1267	s
1268	s
1269	t
1270	s
1271	t
1272	t
1273	s
1274	t
1275	t
1276	s
1277	s
1278	s
1279	t
1280	t
1281	s
1282	s
1283	t
1284	t
1285	t
1286	t
1287	s
1288	t
1289	s
1290	s
1291	t
1292	s
1293	t
1294	s
1295	t
1296	s
1297	t
1298	t
1299	s
1300	t
1301	t
1302	t
1303	s
1304	t
1305	s
1306	t
1307	s
1308	s
1309	t
1310	t
1311	t
1312	s
1313	t
1314	s
1315	t
1316	s
1317	s
1318	t
1319	t
1320	s
1321	s
1322	t
1323	s
1324	s
1325	t
1326	s
1327	t
1328	s
1329	t
1330	t
1331	s
1332	s
1333	t
1334	t
1335	t
1336	s
1337	s
1338	s
1339	t
1340	t
1341	t
1342	t
1343	t
1344	t
1345	t
1346	s
1347	s
1348	s
1349	t
1350	t
1351	t
1352	s
1353	s
1354	t
1355	t
1356	s
1357	t
1358	t
1359	t
1360	s
1361	s
1362	s
1363	s
1364	t
1365	s
1366	s
1367	s
1368	s
1369	s
1370	t
1371	s
1372	s
1373	s
1374	t
1375	t
1376	s
1377	s
1378	t
1379	t
1380	t
1381	t
1382	s
1383	s
1384	t
1385	s
1386	s
1387	s
1388	t
1389	s
1390	t
1391	s
1392	s
1393	s
1394	t
1395	t
1396	t
1397	s
1398	t
1399	t
1400	t
1401	t
1402	t
1403	t
1404	t
1405	t
1406	s
1407	s
1408	s
1409	t
1410	t
1411	s
1412	t
1413	t
1414	s
1415	t
1416	t
1417	s
1418	s
1419	s
1420	t
1421	s
1422	t
1423	s
1424	t
1425	t
1426	s
1427	s
1428	s
1429	s
1430	s
1431	t
1432	t
1433	s
1434	s
1435	s
1436	t
1437	s
1438	t
1439	s
1440	s
1441	t
1442	t
1443	s
1444	s
1445	s
1446	t
1447	t
1448	s
1449	s
1450	t
1451	t
1452	s
1453	t
1454	t
1455	s
1456	t
1457	t
1458	s
1459	s
1460	t
1461	s
1462	s
1463	t
1464	t
1465	t
1466	t
1467	s
1468	s
1469	s
1470	s
1471	s
1472	t
1473	t
1474	s
1475	t
1476	t
1477	t
1478	s
1479	s
1480	s
1481	s
1482	t
1483	s
1484	s
1485	s
1486	t
1487	t
1488	t
1489	s
1490	s
1491	s
1492	s
1493	s
1494	t
1495	s
1496	t
1497	t
1498	t
1499	t
1500	s
1501	t
1502	t
1503	t
1504	t
1505	s
1506	t
1507	s
1508	s
1509	s
1510	t
1511	t
1512	t
1513	t
1514	t
1515	t
1516	s
1517	s
1518	s
1519	t
1520	s
1521	t
1522	s
1523	t
1524	s
1525	t
1526	t
1527	t
1528	t
1529	t
1530	t
1531	t
1532	t
1533	s
1534	s
1535	s
1536	s
1537	s
1538	s
1539	s
1540	t
1541	s
1542	s
1543	t
1544	s
1545	t
1546	s
1547	t
1548	t
1549	s
1550	s
1551	s
1552	t
1553	s
1554	t
1555	t
1556	t
1557	t
1558	s
1559	t
1560	t
1561	t
1562	t
1563	t
1564	s
1565	s
1566	t
1567	s
1568	t
1569	s
1570	s
1571	s
1572	t
1573	t
1574	t
1575	s
1576	t
1577	t
1578	t
1579	s
1580	t
1581	s
1582	s
1583	s
1584	t
1585	t
1586	t
1587	t
1588	t
1589	t
1590	s
1591	t
1592	t
1593	t
1594	t
1595	s
1596	t
1597	s
1598	t
1599	s
1600	s
1601	s
1602	s
1603	s
1604	t
1605	s
1606	s
1607	t
1608	t
1609	t
1610	t
1611	s
1612	s
1613	t
1614	t
1615	s
1616	s
1617	s
1618	t
1619	s
1620	s
1621	t
1622	s
1623	t
1624	t
1625	t
1626	t
1627	s
1628	s
1629	s
1630	s
1631	s
1632	s
1633	t
1634	t
1635	t
1636	t
1637	t
1638	s
1639	s
1640	t
1641	s
1642	t
1643	s
1644	s
1645	s
1646	s
1647	t
1648	s
1649	s
1650	t
1651	t
1652	t
1653	t
1654	t
1655	t
1656	s
1657	t
1658	t
1659	s
1660	s
1661	s
1662	s
1663	t
1664	t
1665	s
1666	t
1667	s
1668	s
1669	s
1670	t
1671	s
1672	s
1673	s
1674	s
1675	t
1676	s
1677	t
1678	t
1679	t
1680	s
1681	s
1682	s
1683	s
1684	s
1685	s
1686	s
1687	t
1688	t
1689	t
1690	s
1691	s
1692	s
1693	t
1694	t
1695	t
1696	t
1697	t
1698	t
1699	t
1700	s
1701	t
1702	s
1703	s
1704	t
1705	t
1706	t
1707	t
1708	s
1709	t
1710	s
1711	t
1712	s
1713	s
1714	s
1715	t
1716	s
1717	t
1718	s
1719	s
1720	s
1721	t
1722	t
1723	s
1724	s
1725	s
1726	s
1727	s
1728	s
1729	t
1730	s
1731	t
1732	s
1733	s
1734	t
1735	s
1736	s
1737	s
1738	s
1739	t
1740	t
1741	t
1742	t
1743	s
1744	t
1745	s
1746	t
1747	s
1748	s
1749	s
1750	s
1751	t
1752	t
1753	s
1754	t
1755	s
1756	t
1757	t
1758	s
1759	s
1760	t
1761	t
1762	s
1763	s
1764	s
1765	t
1766	s
1767	t
1768	s
1769	t
1770	t
1771	s
1772	s
1773	t
1774	t
1775	t
1776	t
1777	t
1778	s
1779	t
1780	s
1781	s
1782	s
1783	s
1784	t
1785	s
1786	t
1787	t
1788	t
1789	t
1790	s
1791	s
1792	t
1793	s
1794	t
1795	s
1796	s
1797	s
1798	t
1799	t
1800	s
1801	t
1802	s
1803	s
1804	t
1805	s
1806	s
1807	t
1808	s
1809	s
1810	t
1811	s
1812	t
1813	s
1814	t
1815	t
1816	s
1817	t
1818	t
1819	t
1820	s
1821	s
1822	s
1823	t
1824	t
1825	t
1826	s
1827	s
1828	s
1829	t
1830	t
1831	t
1832	t
1833	s
1834	t
1835	t
1836	s
1837	s
1838	s
1839	s
1840	s
1841	s
1842	s
1843	s
1844	t
1845	t
1846	t
1847	s
1848	t
1849	s
1850	t
1851	s
1852	s
1853	s
1854	s
1855	t
1856	s
1857	t
1858	t
1859	s
1860	s
1861	s
1862	s
1863	t
1864	s
1865	s
1866	s
1867	t
1868	s
1869	s
1870	t
1871	t
1872	t
1873	s
1874	t
1875	s
1876	t
1877	t
1878	t
1879	t
1880	s
1881	s
1882	s
1883	s
1884	t
1885	s
1886	t
1887	t
1888	s
1889	s
1890	s
1891	s
1892	t
1893	t
1894	s
1895	s
1896	t
1897	s
1898	t
1899	s
1900	t
1901	t
1902	s
1903	t
1904	t
1905	t
1906	s
1907	t
1908	t
1909	s
1910	s
1911	s
1912	s
1913	s
1914	s
1915	s
1916	t
1917	s
1918	t
1919	s
1920	t
1921	t
1922	s
1923	s
1924	t
1925	s
1926	t
1927	s
1928	s
1929	t
1930	s
1931	s
1932	s
1933	t
1934	s
1935	t
1936	s
1937	t
1938	s
1939	s
1940	t
1941	s
1942	t
1943	s
1944	t
1945	s
1946	t
1947	s
1948	t
1949	s
1950	s
1951	t
1952	s
1953	t
1954	t
1955	s
1956	s
1957	s
1958	s
1959	s
1960	t
1961	s
1962	t
1963	s
1964	t
1965	t
1966	s
1967	s
1968	s
1969	t
1970	t
1971	s
1972	t
1973	t
1974	s
1975	t
1976	s
1977	t
1978	s
1979	s
1980	t
1981	s
1982	t
1983	t
1984	s
1985	s
1986	t
1987	t
1988	s
1989	s
1990	t
1991	t
1992	s
1993	t
1994	t
1995	s
1996	t
1997	t
1998	t
1999	t
2000	s
2001	s
2002	t
2003	t
2004	s
2005	s
2006	s
2007	s
2008	s
2009	s
2010	s
2011	s
2012	s
2013	t
2014	t
2015	t
2016	s
2017	s
2018	s
2019	t
2020	t
2021	t
2022	s
2023	s
2024	t
2025	t
2026	s
2027	s
2028	s
2029	s
2030	s
2031	t
2032	s
2033	s
2034	s
2035	t
2036	t
2037	t
2038	s
2039	s
2040	t
2041	s
2042	s
2043	t
2044	s
2045	t
2046	s
2047	s
2048	s
2049	s
2050	t
2051	t
2052	t
2053	s
2054	t
2055	s
2056	s
2057	t
2058	t
2059	s
2060	t
2061	t
2062	s
2063	s
2064	s
2065	s
2066	s
2067	t
2068	t
2069	t
2070	s
2071	s
2072	s
2073	s
2074	t
2075	s
2076	t
2077	t
2078	t
2079	s
2080	s
2081	t
2082	t
2083	t
2084	t
2085	t
2086	s
2087	t
2088	s
2089	t
2090	t
2091	s
2092	s
2093	t
2094	t
2095	t
2096	s
2097	t
2098	s
2099	s
2100	t
2101	t
2102	t
2103	t
2104	s
2105	t
2106	s
2107	s
2108	s
2109	t
2110	t
2111	s
2112	s
2113	t
2114	t
2115	s
2116	t
2117	s
2118	t
2119	t
2120	s
2121	t
2122	s
2123	s
2124	t
2125	s
2126	s
2127	s
2128	t
2129	t
2130	s
2131	s
2132	s
2133	t
2134	s
2135	t
2136	s
2137	t
2138	s
2139	s
2140	t
2141	s
2142	s
2143	s
2144	s
2145	t
2146	s
2147	s
2148	s
2149	t
2150	t
2151	t
2152	s
2153	s
2154	s
2155	t
2156	t
2157	t
2158	s
2159	s
2160	s
2161	s
2162	t
2163	t
2164	t
2165	t
2166	s
2167	s
2168	s
2169	t
2170	t
2171	s
2172	s
2173	t
2174	s
2175	t
2176	s
2177	s
2178	t
2179	s
2180	s
2181	s
2182	s
2183	s
2184	t
2185	s
2186	t
2187	s
2188	t
2189	s
2190	t
2191	s
2192	t
2193	s
2194	t
2195	s
2196	s
2197	s
2198	s
2199	s
2200	t
2201	t
2202	s
2203	t
2204	s
2205	t
2206	t
2207	t
2208	s
2209	t
2210	s
2211	t
2212	t
2213	s
2214	s
2215	t
2216	s
2217	t
2218	s
2219	s
2220	s
2221	s
2222	t
2223	s
2224	t
2225	s
2226	s
2227	s
2228	s
2229	s
2230	t
2231	t
2232	t
2233	t
2234	t
2235	s
2236	s
2237	t
2238	s
2239	s
2240	t
2241	s
2242	s
2243	s
2244	s
2245	s
2246	t
2247	t
2248	s
2249	t
2250	t
2251	s
2252	s
2253	s
2254	s
2255	s
2256	s
2257	t
2258	s
2259	s
2260	s
2261	t
2262	t
2263	t
2264	s
2265	s
2266	s
2267	t
2268	s
2269	s
2270	t
2271	t
2272	s
2273	s
2274	t
2275	t
2276	s
2277	s
2278	t
2279	t
2280	s
2281	t
2282	t
2283	s
2284	t
2285	s
2286	s
2287	t
2288	t
2289	t
2290	t
2291	t
2292	t
2293	s
2294	t
2295	t
2296	t
2297	t
2298	s
2299	t
2300	t
2301	t
2302	t
2303	s
2304	t
2305	s
2306	s
2307	s
2308	t
2309	s
2310	t
2311	s
2312	s
2313	s
2314	s
2315	t
2316	s
2317	t
2318	s
2319	t
2320	t
2321	t
2322	s
2323	s
2324	t
2325	t
2326	s
2327	s
2328	t
2329	s
2330	t
2331	t
2332	s
2333	s
2334	s
2335	t
2336	s
2337	s
2338	t
2339	t
2340	t
2341	t
2342	s
2343	t
2344	t
2345	t
2346	s
2347	t
2348	t
2349	t
2350	s
2351	s
2352	s
2353	s
2354	t
2355	t
2356	s
2357	s
2358	s
2359	s
2360	s
2361	t
2362	s
2363	t
2364	t
2365	t
2366	t
2367	s
2368	s
2369	s
2370	t
2371	s
2372	t
2373	s
2374	t
2375	s
2376	s
2377	t
2378	s
2379	t
2380	t
2381	t
2382	s
2383	t
2384	t
2385	s
2386	s
2387	s
2388	s
2389	s
2390	t
2391	t
2392	s
2393	t
2394	t
2395	s
2396	t
2397	s
2398	s
2399	t
2400	s
2401	t
2402	t
2403	t
2404	t
2405	t
2406	t
2407	s
2408	t
2409	s
2410	s
2411	s
2412	t
2413	s
2414	s
2415	s
2416	t
2417	s
2418	t
2419	s
2420	t
2421	s
2422	t
2423	t
2424	s
2425	t
2426	s
2427	t
2428	s
2429	t
2430	t
2431	s
2432	s
2433	t
2434	s
2435	s
2436	s
2437	t
2438	s
2439	t
2440	s
2441	t
2442	t
2443	s
2444	t
2445	t
2446	s
2447	t
2448	s
2449	t
2450	s
2451	s
2452	t
2453	t
2454	s
2455	t
2456	t
2457	t
2458	t
2459	t
2460	t
2461	t
2462	s
2463	t
2464	s
2465	t
2466	t
2467	t
2468	s
2469	s
2470	t
2471	s
2472	s
2473	s
2474	s
2475	s
2476	t
2477	t
2478	t
2479	s
2480	t
2481	t
2482	t
2483	s
2484	s
2485	t
2486	s
2487	s
2488	t
2489	s
2490	s
2491	t
2492	t
2493	t
2494	s
2495	s
2496	t
2497	s
2498	s
2499	s
2500	s
2501	t
2502	s
2503	t
2504	s
2505	s
2506	s
2507	t
2508	t
2509	t
2510	s
2511	t
2512	t
2513	t
2514	s
2515	t
2516	t
2517	s
2518	t
2519	s
2520	t
2521	t
2522	s
2523	s
2524	s
2525	t
2526	t
2527	t
2528	s
2529	t
2530	t
2531	t
2532	t
2533	s
2534	t
2535	t
2536	t
2537	t
2538	t
2539	s
2540	s
2541	s
2542	s
2543	s
2544	t
2545	t
2546	s
2547	t
2548	s
2549	s
2550	s
2551	s
2552	s
2553	t
2554	s
2555	s
2556	t
2557	s
2558	t
2559	t
2560	s
2561	t
2562	s
2563	s
2564	t
2565	s
2566	t
2567	s
2568	t
2569	t
2570	t
2571	t
2572	s
2573	s
2574	s
2575	t
2576	s
2577	s
2578	s
2579	t
2580	s
2581	t
2582	t
2583	s
2584	s
2585	t
2586	s
2587	s
2588	t
2589	t
2590	s
2591	t
2592	t
2593	t
2594	s
2595	t
2596	t
2597	s
2598	t
2599	t
2600	s
2601	s
2602	s
2603	s
2604	s
2605	t
2606	s
2607	s
2608	t
2609	t
2610	s
2611	s
2612	s
2613	s
2614	s
2615	s
2616	t
2617	t
2618	s
2619	t
2620	s
2621	t
2622	t
2623	s
2624	t
2625	s
2626	s
2627	t
2628	s
2629	t
2630	s
2631	t
2632	t
2633	t
2634	t
2635	t
2636	t
2637	t
2638	t
2639	t
2640	t
2641	t
2642	s
2643	s
2644	t
2645	s
2646	s
2647	t
2648	s
2649	t
2650	t
2651	t
2652	t
2653	s
2654	s
2655	t
2656	s
2657	t
2658	t
2659	s
2660	t
2661	s
2662	s
2663	s
2664	t
2665	t
2666	t
2667	t
2668	s
2669	t
2670	s
2671	s
2672	s
2673	t
2674	t
2675	t
2676	t
2677	s
2678	s
2679	t
2680	t
2681	s
2682	s
2683	t
2684	s
2685	t
2686	t
2687	s
2688	s
2689	s
2690	s
2691	s
2692	t
2693	t
2694	s
2695	t
2696	t
2697	s
2698	t
2699	t
2700	s
2701	t
2702	t
2703	t
2704	s
2705	s
2706	s
2707	s
2708	t
2709	t
2710	s
2711	t
2712	t
2713	s
2714	t
2715	s
2716	t
2717	t
2718	t
2719	s
2720	t
2721	t
2722	s
2723	t
2724	t
2725	s
2726	t
2727	s
2728	t
2729	t
2730	t
2731	s
2732	t
2733	s
2734	t
2735	t
2736	t
2737	s
2738	s
2739	s
2740	s
2741	s
2742	s
2743	s
2744	s
2745	s
2746	s
2747	t
2748	t
2749	t
2750	t
2751	s
2752	t
2753	s
2754	s
2755	s
2756	s
2757	t
2758	s
2759	t
2760	t
2761	t
2762	s
2763	t
2764	t
2765	s
2766	s
2767	t
2768	s
2769	t
2770	t
2771	s
2772	s
2773	t
2774	t
2775	s
2776	t
2777	s
2778	s
2779	t
2780	t
2781	s
2782	t
2783	t
2784	s
2785	t
2786	t
2787	s
2788	t
2789	t
2790	s
2791	s
2792	s
2793	s
2794	t
2795	t
2796	t
2797	t
2798	t
2799	s
2800	t
2801	s
2802	s
2803	t
2804	t
2805	t
2806	s
2807	t
2808	s
2809	s
2810	s
2811	t
2812	s
2813	s
2814	s
2815	s
2816	s
2817	t
2818	s
2819	s
2820	t
2821	s
2822	t
2823	s
2824	t
2825	s
2826	t
2827	t
2828	t
2829	s
2830	s
2831	t
2832	t
2833	t
2834	t
2835	s
2836	t
2837	s
2838	t
2839	t
2840	s
2841	s
2842	s
2843	t
2844	t
2845	s
2846	s
2847	s
2848	t
2849	s
2850	s
2851	t
2852	s
2853	t
2854	s
2855	s
2856	s
2857	t
2858	s
2859	t
2860	s
2861	s
2862	s
2863	s
2864	t
2865	s
2866	s
2867	s
2868	t
2869	s
2870	s
2871	s
2872	s
2873	s
2874	s
2875	t
2876	s
2877	t
2878	s
2879	s
2880	s
2881	s
2882	t
2883	t
2884	s
2885	s
2886	s
2887	s
2888	s
2889	s
2890	t
2891	t
2892	t
2893	s
2894	t
2895	s
2896	t
2897	s
2898	t
2899	s
2900	t
2901	s
2902	t
2903	t
2904	s
2905	s
2906	t
2907	s
2908	s
2909	t
2910	t
2911	s
2912	t
2913	s
2914	t
2915	s
2916	t
2917	t
2918	s
2919	s
2920	s
2921	t
2922	s
2923	t
2924	t
2925	s
2926	t
2927	t
2928	t
2929	t
2930	t
2931	s
2932	t
2933	s
2934	t
2935	t
2936	t
2937	t
2938	t
2939	t
2940	t
2941	t
2942	s
2943	t
2944	s
2945	s
2946	s
2947	s
2948	s
2949	t
2950	t
2951	t
2952	t
2953	s
2954	s
2955	s
2956	s
2957	t
2958	s
2959	s
2960	s
2961	t
2962	s
2963	s
2964	s
2965	s
2966	t
2967	t
2968	t
2969	s
2970	t
2971	s
2972	s
2973	s
2974	s
2975	t
2976	t
2977	t
2978	s
2979	s
2980	t
2981	t
2982	s
2983	s
2984	s
2985	t
2986	t
2987	s
2988	t
2989	s
2990	t
2991	s
2992	s
2993	s
2994	t
2995	s
2996	t
2997	t
2998	t
2999	t
